Basin,SubareaName,State,Variable,wateryear,Value
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2004,778.22
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2005,720.31
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2006,747.77
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2007,791.75
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2008,606.31
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2009,810.52
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2010,815.63
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2011,732.74
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2012,992
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2013,717.88
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2014,687.53
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2015,838.58
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2016,942.7
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2017,78.04
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2018,294.88
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2019,834.49
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2020,994.56
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2021,930.93
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2022,905.3
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2023,942.93
West Colorado River,Scofield,Utah,Sub-Irrigated Surface Diversions,2024,857.22
West Colorado River,Colton,Utah,Agriculture Depletions,1989,27.2
West Colorado River,Colton,Utah,Agriculture Depletions,1990,26.42
West Colorado River,Colton,Utah,Agriculture Depletions,1991,26.42
West Colorado River,Colton,Utah,Agriculture Depletions,1992,26.42
West Colorado River,Colton,Utah,Agriculture Depletions,1993,26.42
West Colorado River,Colton,Utah,Agriculture Depletions,1994,26.42
West Colorado River,Colton,Utah,Agriculture Depletions,1995,9.81
West Colorado River,Colton,Utah,Agriculture Depletions,1996,27.1
West Colorado River,Colton,Utah,Agriculture Depletions,1997,18.11
West Colorado River,Colton,Utah,Agriculture Depletions,1998,27.14
West Colorado River,Colton,Utah,Agriculture Depletions,1999,17.29
West Colorado River,Colton,Utah,Agriculture Depletions,2000,39.16
West Colorado River,Colton,Utah,Agriculture Depletions,2001,36.36
West Colorado River,Colton,Utah,Agriculture Depletions,2002,215.55
West Colorado River,Colton,Utah,Agriculture Depletions,2003,192.79
West Colorado River,Colton,Utah,Agriculture Depletions,2004,193.43
West Colorado River,Colton,Utah,Agriculture Depletions,2005,182.99
West Colorado River,Colton,Utah,Agriculture Depletions,2006,162.92
West Colorado River,Colton,Utah,Agriculture Depletions,2007,194.68
West Colorado River,Colton,Utah,Agriculture Depletions,2008,174.49
West Colorado River,Colton,Utah,Agriculture Depletions,2009,-17.78
West Colorado River,Colton,Utah,Agriculture Depletions,2010,-11.26
West Colorado River,Colton,Utah,Agriculture Depletions,2011,-11.26
West Colorado River,Colton,Utah,Agriculture Depletions,2012,-11.26
West Colorado River,Colton,Utah,Agriculture Depletions,2013,-11.3
West Colorado River,Colton,Utah,Agriculture Depletions,2014,-10.84
West Colorado River,Colton,Utah,Agriculture Depletions,2015,-11.25
West Colorado River,Colton,Utah,Agriculture Depletions,2016,-11.26
West Colorado River,Colton,Utah,Agriculture Depletions,2017,-11.26
West Colorado River,Colton,Utah,Agriculture Depletions,2018,-41.54
West Colorado River,Colton,Utah,Agriculture Depletions,2019,-11.23
West Colorado River,Colton,Utah,Agriculture Depletions,2020,-8.06
West Colorado River,Colton,Utah,Agriculture Depletions,2021,-11.26
West Colorado River,Colton,Utah,Agriculture Depletions,2022,-10.79
West Colorado River,Colton,Utah,Agriculture Depletions,2023,-11.26
West Colorado River,Colton,Utah,Agriculture Depletions,2024,-11.26
West Colorado River,Colton,Utah,Agriculture GW Pumping,1989,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,1990,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,1991,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,1992,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,1993,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,1994,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,1995,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,1996,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,1997,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,1998,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,1999,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2000,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2001,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2002,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2003,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2004,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2005,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2006,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2007,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2008,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2009,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2010,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2011,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2012,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2013,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2014,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2015,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2016,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2017,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2018,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2019,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2020,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2021,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2022,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2023,0
West Colorado River,Colton,Utah,Agriculture GW Pumping,2024,0
West Colorado River,Colton,Utah,Agriculture Surface Diversions,1989,100.33
West Colorado River,Colton,Utah,Agriculture Surface Diversions,1990,99.32
West Colorado River,Colton,Utah,Agriculture Surface Diversions,1991,99.32
West Colorado River,Colton,Utah,Agriculture Surface Diversions,1992,99.32
West Colorado River,Colton,Utah,Agriculture Surface Diversions,1993,99.32
West Colorado River,Colton,Utah,Agriculture Surface Diversions,1994,99.32
West Colorado River,Colton,Utah,Agriculture Surface Diversions,1995,60.94
West Colorado River,Colton,Utah,Agriculture Surface Diversions,1996,70.73
West Colorado River,Colton,Utah,Agriculture Surface Diversions,1997,51.46
West Colorado River,Colton,Utah,Agriculture Surface Diversions,1998,66.79
West Colorado River,Colton,Utah,Agriculture Surface Diversions,1999,70.41
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2000,93.84
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2001,89.73
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2002,327.48
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2003,284.02
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2004,283.26
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2005,267.54
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2006,247.13
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2007,284.31
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2008,253.27
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2009,3.09
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2010,0
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2011,0
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2012,0
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2013,0
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2014,0.57
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2015,0.02
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2016,0
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2017,0
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2018,0
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2019,0.03
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2020,4.45
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2021,0
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2022,0.65
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2023,0
West Colorado River,Colton,Utah,Agriculture Surface Diversions,2024,0
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,1989,180.19
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,1990,180.19
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,1991,180.19
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,1992,180.19
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,1993,180.19
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,1994,180.19
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,1995,20.61
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,1996,14.47
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,1997,8.12
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,1998,13.07
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,1999,17.69
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2000,20.5
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2001,17.53
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2002,91.96
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2003,75.04
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2004,70.19
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2005,64.68
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2006,60.08
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2007,73.45
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2008,62.35
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2009,246.97
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2010,247.3
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2011,223.04
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2012,320.71
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2013,228.27
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2014,228.78
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2015,260.74
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2016,298.66
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2017,11.37
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2018,36.29
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2019,263.33
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2020,310.76
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2021,308.43
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2022,287.3
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2023,305.55
West Colorado River,Colton,Utah,Sub-Irrigated Surface Depletions,2024,306.39
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,1989,180.19
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,1990,180.19
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,1991,180.19
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,1992,180.19
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,1993,180.19
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,1994,180.19
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,1995,20.61
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,1996,14.47
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,1997,8.12
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,1998,13.07
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,1999,17.69
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2000,20.5
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2001,17.53
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2002,91.96
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2003,75.04
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2004,70.19
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2005,64.68
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2006,60.08
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2007,73.45
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2008,62.35
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2009,246.97
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2010,247.3
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2011,223.04
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2012,320.71
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2013,228.27
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2014,228.78
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2015,260.74
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2016,298.66
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2017,11.37
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2018,36.29
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2019,263.33
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2020,310.76
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2021,308.43
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2022,287.3
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2023,305.55
West Colorado River,Colton,Utah,Sub-Irrigated Surface Diversions,2024,306.39
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,1989,445.46
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,1990,468.74
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,1991,407.71
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,1992,463.19
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,1993,413.31
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,1994,391.96
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,1995,394.83
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,1996,324.33
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,1997,251.53
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,1998,222.56
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,1999,223.55
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2000,283.22
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2001,239.02
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2002,249.83
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2003,225.39
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2004,278.73
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2005,340.94
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2006,436.98
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2007,436.42
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2008,429.32
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2009,401.59
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2010,410.28
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2011,405.07
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2012,409.08
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2013,390.34
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2014,346.98
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2015,401
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2016,409.8
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2017,141.81
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2018,252.16
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2019,222.61
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2020,250.6
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2021,254.83
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2022,240.3
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2023,166.96
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Depletions,2024,205.27
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,1989,31.17
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,1990,35.43
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,1991,29.25
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,1992,35.04
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,1993,31.33
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,1994,35.73
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,1995,25.45
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,1996,31.9
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,1997,29.16
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,1998,26.67
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,1999,30.26
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2000,31.8
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2001,28.17
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2002,34.47
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2003,32.46
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2004,33.31
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2005,28.48
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2006,29.01
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2007,33.47
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2008,34.54
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2009,34.22
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2010,33.9
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2011,28.78
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2012,35.71
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2013,34.71
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2014,37.13
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2015,36.75
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2016,36.51
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2017,35.1
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2018,103.49
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2019,84.22
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2020,111.67
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2021,107.68
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2022,88.33
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2023,59.7
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture GW Pumping,2024,92.53
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,1989,531.81
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,1990,551.01
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,1991,482.15
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,1992,537.32
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,1993,488.62
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,1994,454.26
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,1995,468.83
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,1996,385.78
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,1997,286.71
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,1998,256.32
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,1999,271.63
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2000,321.58
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2001,274.26
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2002,305.03
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2003,263.11
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2004,316.95
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2005,395.31
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2006,516.1
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2007,524.19
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2008,502.53
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2009,468.65
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2010,475.72
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2011,476.29
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2012,475.06
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2013,456.21
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2014,408.84
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2015,458.97
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2016,474.67
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2017,153.56
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2018,217.25
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2019,190.18
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2020,194.29
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2021,217.82
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2022,209.28
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2023,150.57
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Agriculture Surface Diversions,2024,168.31
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,1989,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,1990,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,1991,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,1992,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,1993,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,1994,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,1995,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,1996,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,1997,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,1998,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,1999,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2000,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2001,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2002,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2003,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2004,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2005,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2006,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2007,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2008,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2009,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2010,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2011,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2012,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2013,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2014,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2015,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2016,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2017,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2018,0
Kanab Creek/Virgin River,Beaver Dam Wash,Utah,Sub-Irrigated Surface Depletions,2019,0
