Basin,SubareaName,State,Variable,wateryear,Value
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,1989,19823.92
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,1990,24250.36
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,1991,26401.09
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,1992,26710.45
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,1993,30834.4
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,1994,21770.98
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,1995,26963.64
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,1996,16751.61
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,1997,22266.01
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,1998,33473.1
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,1999,25806.43
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2000,23305.57
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2001,21473.05
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2002,29075.88
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2003,26276.14
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2004,30328.43
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2005,29056.68
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2006,29801.64
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2007,23486.11
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2008,31016.8
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2009,32344.5
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2010,33395.39
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2011,28866.56
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2012,27056.49
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2013,21771.33
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2014,27535.98
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2015,24761.22
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2016,32808.2
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2017,27828.73
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2018,9481.74
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2019,22326.7
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2020,17637.5
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2021,15686.03
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2022,15982.86
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2023,24008.31
Cedar/Beaver,Parowan,Utah,Agriculture Depletions,2024,19385.94
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,1989,26763.75
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,1990,28746.26
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,1991,30728.78
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,1992,29737.51
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,1993,26763.76
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,1994,28746.27
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,1995,22897.88
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,1996,27854.15
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,1997,24781.27
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,1998,27457.65
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,1999,32612.13
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2000,29737.52
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2001,21708.39
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2002,37568.38
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2003,30431.38
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2004,36081.52
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2005,26268.14
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2006,32314.77
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2007,32513
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2008,36973.65
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2009,35784.15
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2010,32909.52
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2011,31224.4
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2012,36577.14
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2013,30629.65
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2014,35288.54
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2015,33206.89
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2016,35090.27
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2017,33801.65
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2018,18463.93
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2019,13890.19
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2020,18751.42
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2021,18570.51
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2022,18684.82
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2023,13838.93
Cedar/Beaver,Parowan,Utah,Agriculture GW Pumping,2024,17033.29
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,1989,7312.31
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,1990,7651.61
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,1991,10209.69
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,1992,12108.34
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,1993,24730.71
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,1994,11980.16
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,1995,23689.65
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,1996,6837.47
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,1997,13326.91
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,1998,27856.25
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,1999,14000.27
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2000,11875.08
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2001,16205.9
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2002,4740.57
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2003,9444.51
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2004,10618.49
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2005,21669.28
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2006,20583.28
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2007,9009.62
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2008,12670
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2009,15329.51
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2010,21835.54
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2011,17003.73
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2012,10794.39
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2013,12355.39
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2014,8152.3
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2015,10458.12
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2016,16999.88
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2017,15583.66
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2018,6105.65
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2019,27226.33
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2020,12133.89
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2021,6853.27
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2022,9275.43
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2023,29322.92
Cedar/Beaver,Parowan,Utah,Agriculture Surface Diversions,2024,17140.68
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,1989,68.83
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,1990,57.04
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,1991,23.46
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,1992,3.8
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,1993,21.15
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,1994,0
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,1995,21.15
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,1996,0
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,1997,39.64
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,1998,29.4
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,1999,0.03
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2000,41.8
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2001,10.24
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2002,29.65
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2003,66.3
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2004,59.7
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2005,1346.03
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2006,1568.01
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2007,1529.63
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2008,1629.73
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2009,1649.12
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2010,1488.16
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2011,261.46
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2012,349.27
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2013,352.79
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2014,335.54
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2015,378.55
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2016,434.9
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2017,97.7
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2018,14.72
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2019,350.35
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2020,521.28
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2021,452.78
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2022,419.22
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2023,396.45
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Depletions,2024,517.94
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,1989,68.83
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,1990,57.04
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,1991,23.46
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,1992,3.8
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,1993,21.15
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,1994,0
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,1995,21.15
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,1996,0
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,1997,39.64
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,1998,29.4
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,1999,0.03
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2000,41.8
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2001,10.24
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2002,29.65
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2003,66.3
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2004,59.7
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2005,1346.03
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2006,1568.01
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2007,1529.63
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2008,1629.73
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2009,1649.12
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2010,1488.16
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2011,261.46
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2012,349.27
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2013,352.79
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2014,335.54
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2015,378.55
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2016,434.9
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2017,97.7
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2018,14.72
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2019,350.35
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2020,521.28
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2021,452.78
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2022,419.22
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2023,396.45
Cedar/Beaver,Parowan,Utah,Sub-Irrigated Surface Diversions,2024,517.94
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,1989,17029.72
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,1990,23745.03
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,1991,28432.95
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,1992,27475.64
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,1993,29785.18
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,1994,24947.69
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,1995,27192.05
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,1996,21651.84
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,1997,27748.62
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,1998,27389.09
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,1999,26076.47
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2000,26406.8
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2001,25631.8
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2002,25184.42
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2003,29132.7
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2004,29138.75
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2005,27298.92
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2006,26638.48
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2007,25603.82
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2008,28178.14
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2009,26577.87
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2010,26618.57
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2011,25568.6
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2012,28135.52
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2013,26056.08
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2014,24557.72
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2015,26340.75
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2016,30550.21
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2017,28731.59
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2018,36935.57
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2019,33646.46
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2020,41976.28
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2021,37940.45
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2022,35740.11
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2023,35668.53
Cedar/Beaver,Cedar,Utah,Agriculture Depletions,2024,34590.31
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,1989,23181.29
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,1990,24259.05
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,1991,28387.11
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,1992,28386.99
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,1993,26918.08
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,1994,27900.24
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,1995,25054.78
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,1996,28078.28
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,1997,28526.09
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,1998,29599.9
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,1999,24860.3
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2000,27615.72
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2001,22748.93
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2002,31616.98
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2003,29922.22
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2004,29494.38
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2005,20490.21
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2006,24472.56
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2007,29079.82
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2008,29025.01
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2009,27768.51
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2010,27071.99
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2011,23025.44
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2012,28831.62
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2013,28011.14
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2014,31600.86
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2015,28995.05
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2016,28340.66
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2017,29764.32
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2018,47015.43
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2019,36968.43
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2020,49826.89
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2021,50398.69
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2022,46215.31
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2023,36098.76
Cedar/Beaver,Cedar,Utah,Agriculture GW Pumping,2024,44420.57
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,1989,11151.58
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,1990,12306.97
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,1991,15529.26
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,1992,17175.64
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,1993,21417.48
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,1994,17610.78
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,1995,18209.69
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,1996,11002.24
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,1997,17840.02
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,1998,13422.07
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,1999,21160.29
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2000,18473.37
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2001,18866.77
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2002,7407.8
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2003,15774.48
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2004,17091.7
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2005,24524.92
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2006,22182.56
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2007,14671.87
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2008,18595.73
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2009,17740.55
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2010,14779.07
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2011,18404.78
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2012,16784.48
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2013,18197.3
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2014,13133.84
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2015,16207.98
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2016,24082.07
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2017,18791.72
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2018,10497.43
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2019,13985.26
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2020,14352.11
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2021,9836.48
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2022,10677.51
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2023,18315.8
Cedar/Beaver,Cedar,Utah,Agriculture Surface Diversions,2024,10579.1
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,1989,52.7
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,1990,61.47
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,1991,37.31
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,1992,30.65
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,1993,25.43
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,1994,0
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,1995,32.64
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,1996,4.9
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,1997,18
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,1998,18
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,1999,22.63
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2000,0
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2001,18
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2002,0
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2003,22.47
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2004,12.6
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2005,18
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2006,18
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2007,0
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2008,8.64
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2009,22.23
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2010,1.1
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2011,788.87
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2012,958.91
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2013,1041.84
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2014,940.88
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2015,1100.6
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2016,1046.11
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2017,800.52
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2018,910.15
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2019,951.26
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2020,1243.91
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2021,1230.23
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2022,1003.57
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2023,1060.81
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Depletions,2024,1251.17
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,1989,52.7
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,1990,61.47
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,1991,37.31
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,1992,30.65
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,1993,25.43
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,1994,0
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,1995,32.64
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,1996,4.9
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,1997,18
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,1998,18
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,1999,22.63
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,2000,0
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,2001,18
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,2002,0
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,2003,22.47
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,2004,12.6
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,2005,18
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,2006,18
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,2007,0
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,2008,8.64
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,2009,22.23
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,2010,1.1
Cedar/Beaver,Cedar,Utah,Sub-Irrigated Surface Diversions,2011,788.87
