Elevation(ft),Area(acres),Volume(acft)
4213.69,1417257.21,28646984.24
4213.7,1417332.9,28661517.14
4213.71,1417403.27,28675358.71
4213.72,1417485.4,28689893.14
4213.73,1417554.38,28703736.2
4213.74,1417628.72,28718272.13
4213.75,1417703.51,28732116.6
4213.76,1417774.91,28745961.79
4213.77,1417844.83,28760499.96
4213.78,1417922.11,28774346.53
4213.79,1417992.28,28788886.21
4213.8,1418062.76,28802734.21
4213.81,1418130.75,28817275.32
4213.82,1418207.5,28831124.72
4213.83,1418276.74,28845667.32
4213.84,1418346.96,28859518.09
4213.85,1418464.84,28874062.36
4213.86,1418535.26,28887914.98
4213.87,1418603.38,28902460.93
4213.88,1418679.49,28916314.91
4213.89,1418748.45,28930862.35
4213.9,1418818.01,28944717.73
4213.91,1418886.77,28959266.58
4213.92,1418962.67,28973123.37
4213.93,1419031.75,28987673.71
4213.94,1419101.05,29001531.86
4213.95,1419175.62,29016083.65
4213.96,1419245.26,29029943.21
4213.97,1419314.25,29044496.45
4213.98,1419422.45,29058357.48
4213.99,1419491.38,29072912.54
4214,1419560.12,29086775.17
4214.01,1419638.33,29100638.46
4214.02,1419711.08,29115195.75
4214.03,1419776.21,29129060.5
4214.04,1419847.12,29143619.19
4214.05,1419920.08,29157485.33
4214.06,1419992.02,29172045.49
4214.07,1420058.58,29185913
4214.08,1420137.98,29200474.62
4214.09,1420205.54,29214343.56
4214.1,1420277.83,29228906.65
4214.11,1420353.17,29242776.97
4214.12,1420425.58,29257341.58
4214.13,1420493.31,29271213.32
4214.14,1420579.95,29285779.36
4214.15,1420647.54,29299652.61
4214.16,1420720.62,29314220.24
4214.17,1420787.11,29328094.85
4214.18,1420885.31,29342664.08
4214.19,1420950.84,29356540.3
4214.2,1421023.11,29371111.04
4214.21,1421195.09,29384989.02
4214.22,1421265.38,29399562.25
4214.23,1421329.99,29413442.18
4214.24,1421667.15,29428017.2
4214.25,1421735.2,29441901.08
4214.26,1421800.47,29455785.61
4214.27,1421871.16,29470365.05
4214.28,1421965.25,29484251.15
4214.29,1422036.48,29498832.29
4214.3,1422101.64,29512719.76
4214.31,1422180.36,29527302.33
4214.32,1422245.44,29541191.21
4214.33,1422317.11,29555775.22
4214.34,1422405.8,29569665.48
4214.35,1422476.11,29584251.14
4214.36,1422540.84,29598142.89
4214.37,1422629.07,29612729.93
4214.38,1422692.89,29626623.18
4214.39,1422762.24,29641211.77
4214.4,1422826.98,29655106.33
4214.41,1422902.02,29669696.33
4214.42,1422965.36,29683592.25
4214.43,1423033.59,29698183.62
4214.44,1423102.8,29712080.84
4214.45,1423169.54,29726673.62
4214.46,1423232.03,29740572.14
4214.47,1423304.49,29755166.26
4214.48,1423366.01,29769066.09
4214.49,1423431.42,29783661.56
4214.5,1423493.17,29797562.63
4214.51,1423558.46,29811464.35
4214.52,1423623.94,29826061.81
4214.53,1423683.48,29839964.76
4214.54,1423755.15,29854563.53
4214.55,1423816.44,29868467.77
4214.56,1423882.59,29883067.88
4214.57,1423948.24,29896973.37
4214.58,1424013.62,29911574.82
4214.59,1424074.91,29925481.58
4214.6,1424146.4,29940084.34
4214.61,1424206.57,29953992.39
4214.62,1424272.01,29968596.5
4214.63,1424333.18,29982505.78
4214.64,1424416.11,29997111.31
4214.65,1424476.9,30011022
4214.66,1424542.8,30025628.88
4214.67,1424608.53,30039540.83
4214.68,1424674.37,30054149.05
4214.69,1424735.59,30068062.26
4214.7,1424839.82,30082671.86
4214.71,1424901.1,30096586.69
4214.72,1424966.63,30111197.92
4214.73,1425027.57,30125113.98
4214.74,1425124.01,30139726.78
4214.75,1425185.24,30153644.39
4214.76,1425248.01,30167562.6
4214.77,1425317,30182177.4
4214.78,1425380,30196096.89
4214.79,1425442.34,30210713
4214.8,1425507.96,30224633.73
4214.81,1425569.77,30239251.15
4214.82,1425631.71,30253173.11
4214.83,1425697.22,30267791.8
4214.84,1425756.76,30281714.99
4214.85,1425816.74,30296334.96
4214.86,1425875.42,30310259.31
4214.87,1425938.91,30324880.53
4214.88,1425998.19,30338806.08
4214.89,1426058.67,30353428.52
4214.9,1426120.67,30367355.25
4214.91,1426179.65,30381978.94
4214.92,1426239.59,30395906.84
4214.93,1426303.86,30410531.77
4214.94,1426361.94,30424460.88
4214.95,1426419.63,30439087.03
4214.96,1426476.63,30453017.27
4214.97,1426552.85,30467644.78
4214.98,1426610.24,30481576.31
4214.99,1426668.28,30496205.02
4215,1426729.17,30510137.71
